Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28001 Acebeda, La;;;Renta neta media por hogar;2023;31.213
28001 Acebeda, La;2800101 Acebeda, La distrito 01;;Renta neta media por hogar;2023;31.213
28001 Acebeda, La;2800101 Acebeda, La distrito 01;2800101001 Acebeda, La sección 01001;Renta neta media por hogar;2023;31.213
28002 Ajalvir;;;Renta neta media por hogar;2023;45.022
28002 Ajalvir;2800201 Ajalvir distrito 01;;Renta neta media por hogar;2023;45.022
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir sección 01001;Renta neta media por hogar;2023;47.949
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir sección 01002;Renta neta media por hogar;2023;42.727
28003 Alameda del Valle;;;Renta neta media por hogar;2023;34.432
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Renta neta media por hogar;2023;34.432
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle sección 01001;Renta neta media por hogar;2023;34.432
28004 Álamo, El;;;Renta neta media por hogar;2023;36.817
28004 Álamo, El;2800401 Álamo, El distrito 01;;Renta neta media por hogar;2023;36.817
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401001 Álamo, El sección 01001;Renta neta media por hogar;2023;35.455
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401002 Álamo, El sección 01002;Renta neta media por hogar;2023;36.286
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401003 Álamo, El sección 01003;Renta neta media por hogar;2023;36.293
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Renta neta media por hogar;2023;41.865
28005 Alcalá de Henares;;;Renta neta media por hogar;2023;41.866
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Renta neta media por hogar;2023;39.086
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Renta neta media por hogar;2023;39.778
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Renta neta media por hogar;2023;40.435
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Renta neta media por hogar;2023;40.900
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Renta neta media por hogar;2023;41.961
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Renta neta media por hogar;2023;46.454
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Renta neta media por hogar;2023;40.361
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501007 Alcalá de Henares sección 01007;Renta neta media por hogar;2023;31.591
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501008 Alcalá de Henares sección 01008;Renta neta media por hogar;2023;29.703
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501009 Alcalá de Henares sección 01009;Renta neta media por hogar;2023;31.761
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501010 Alcalá de Henares sección 01010;Renta neta media por hogar;2023;42.594
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501011 Alcalá de Henares sección 01011;Renta neta media por hogar;2023;35.260
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501012 Alcalá de Henares sección 01012;Renta neta media por hogar;2023;39.925
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501013 Alcalá de Henares sección 01013;Renta neta media por hogar;2023;43.480
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501014 Alcalá de Henares sección 01014;Renta neta media por hogar;2023;45.119
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501015 Alcalá de Henares sección 01015;Renta neta media por hogar;2023;36.633
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501016 Alcalá de Henares sección 01016;Renta neta media por hogar;2023;34.083
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501017 Alcalá de Henares sección 01017;Renta neta media por hogar;2023;33.799
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501018 Alcalá de Henares sección 01018;Renta neta media por hogar;2023;30.991
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501020 Alcalá de Henares sección 01020;Renta neta media por hogar;2023;33.105
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501021 Alcalá de Henares sección 01021;Renta neta media por hogar;2023;44.034
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501022 Alcalá de Henares sección 01022;Renta neta media por hogar;2023;39.253
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501023 Alcalá de Henares sección 01023;Renta neta media por hogar;2023;46.719
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501024 Alcalá de Henares sección 01024;Renta neta media por hogar;2023;47.844
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;;Renta neta media por hogar;2023;35.993
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502001 Alcalá de Henares sección 02001;Renta neta media por hogar;2023;29.739
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502002 Alcalá de Henares sección 02002;Renta neta media por hogar;2023;31.840
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502003 Alcalá de Henares sección 02003;Renta neta media por hogar;2023;31.903
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502004 Alcalá de Henares sección 02004;Renta neta media por hogar;2023;28.148
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502005 Alcalá de Henares sección 02005;Renta neta media por hogar;2023;28.189
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502006 Alcalá de Henares sección 02006;Renta neta media por hogar;2023;31.173
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502007 Alcalá de Henares sección 02007;Renta neta media por hogar;2023;30.709
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502008 Alcalá de Henares sección 02008;Renta neta media por hogar;2023;34.149
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502009 Alcalá de Henares sección 02009;Renta neta media por hogar;2023;""
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502010 Alcalá de Henares sección 02010;Renta neta media por hogar;2023;30.459
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502011 Alcalá de Henares sección 02011;Renta neta media por hogar;2023;26.099
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502012 Alcalá de Henares sección 02012;Renta neta media por hogar;2023;27.554
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502013 Alcalá de Henares sección 02013;Renta neta media por hogar;2023;29.124
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502014 Alcalá de Henares sección 02014;Renta neta media por hogar;2023;31.651
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502015 Alcalá de Henares sección 02015;Renta neta media por hogar;2023;28.575
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502016 Alcalá de Henares sección 02016;Renta neta media por hogar;2023;34.599
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502017 Alcalá de Henares sección 02017;Renta neta media por hogar;2023;33.526
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502018 Alcalá de Henares sección 02018;Renta neta media por hogar;2023;35.783
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502019 Alcalá de Henares sección 02019;Renta neta media por hogar;2023;31.890
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502020 Alcalá de Henares sección 02020;Renta neta media por hogar;2023;33.491
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502021 Alcalá de Henares sección 02021;Renta neta media por hogar;2023;32.043
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502022 Alcalá de Henares sección 02022;Renta neta media por hogar;2023;32.790
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502023 Alcalá de Henares sección 02023;Renta neta media por hogar;2023;30.108
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502024 Alcalá de Henares sección 02024;Renta neta media por hogar;2023;30.709
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502025 Alcalá de Henares sección 02025;Renta neta media por hogar;2023;31.805
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502026 Alcalá de Henares sección 02026;Renta neta media por hogar;2023;35.025
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502027 Alcalá de Henares sección 02027;Renta neta media por hogar;2023;34.391
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502028 Alcalá de Henares sección 02028;Renta neta media por hogar;2023;45.653
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502029 Alcalá de Henares sección 02029;Renta neta media por hogar;2023;59.834
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502030 Alcalá de Henares sección 02030;Renta neta media por hogar;2023;34.079
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502031 Alcalá de Henares sección 02031;Renta neta media por hogar;2023;54.538
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502032 Alcalá de Henares sección 02032;Renta neta media por hogar;2023;36.350
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502033 Alcalá de Henares sección 02033;Renta neta media por hogar;2023;38.264
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502034 Alcalá de Henares sección 02034;Renta neta media por hogar;2023;39.583
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502035 Alcalá de Henares sección 02035;Renta neta media por hogar;2023;38.870
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502036 Alcalá de Henares sección 02036;Renta neta media por hogar;2023;38.522
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502037 Alcalá de Henares sección 02037;Renta neta media por hogar;2023;36.638
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502038 Alcalá de Henares sección 02038;Renta neta media por hogar;2023;59.160
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;;Renta neta media por hogar;2023;43.194
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503001 Alcalá de Henares sección 03001;Renta neta media por hogar;2023;33.495
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503002 Alcalá de Henares sección 03002;Renta neta media por hogar;2023;29.305
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503003 Alcalá de Henares sección 03003;Renta neta media por hogar;2023;29.073
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503004 Alcalá de Henares sección 03004;Renta neta media por hogar;2023;42.498
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503005 Alcalá de Henares sección 03005;Renta neta media por hogar;2023;31.023
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503006 Alcalá de Henares sección 03006;Renta neta media por hogar;2023;32.663
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503007 Alcalá de Henares sección 03007;Renta neta media por hogar;2023;38.422
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503008 Alcalá de Henares sección 03008;Renta neta media por hogar;2023;39.618
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503009 Alcalá de Henares sección 03009;Renta neta media por hogar;2023;29.403
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503011 Alcalá de Henares sección 03011;Renta neta media por hogar;2023;42.272
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503012 Alcalá de Henares sección 03012;Renta neta media por hogar;2023;33.796
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503013 Alcalá de Henares sección 03013;Renta neta media por hogar;2023;63.440
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503014 Alcalá de Henares sección 03014;Renta neta media por hogar;2023;44.616
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503015 Alcalá de Henares sección 03015;Renta neta media por hogar;2023;47.807
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503016 Alcalá de Henares sección 03016;Renta neta media por hogar;2023;69.592
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503017 Alcalá de Henares sección 03017;Renta neta media por hogar;2023;60.919
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503018 Alcalá de Henares sección 03018;Renta neta media por hogar;2023;45.365
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;;Renta neta media por hogar;2023;52.795
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504001 Alcalá de Henares sección 04001;Renta neta media por hogar;2023;56.248
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504002 Alcalá de Henares sección 04002;Renta neta media por hogar;2023;63.767
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504003 Alcalá de Henares sección 04003;Renta neta media por hogar;2023;57.015
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504004 Alcalá de Henares sección 04004;Renta neta media por hogar;2023;71.347
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504005 Alcalá de Henares sección 04005;Renta neta media por hogar;2023;43.040
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504006 Alcalá de Henares sección 04006;Renta neta media por hogar;2023;41.796
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504007 Alcalá de Henares sección 04007;Renta neta media por hogar;2023;59.388
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504008 Alcalá de Henares sección 04008;Renta neta media por hogar;2023;54.088
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504009 Alcalá de Henares sección 04009;Renta neta media por hogar;2023;45.029
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504010 Alcalá de Henares sección 04010;Renta neta media por hogar;2023;60.913
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504011 Alcalá de Henares sección 04011;Renta neta media por hogar;2023;55.459
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504012 Alcalá de Henares sección 04012;Renta neta media por hogar;2023;34.516
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504013 Alcalá de Henares sección 04013;Renta neta media por hogar;2023;57.619
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504014 Alcalá de Henares sección 04014;Renta neta media por hogar;2023;57.931
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504015 Alcalá de Henares sección 04015;Renta neta media por hogar;2023;34.604
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504016 Alcalá de Henares sección 04016;Renta neta media por hogar;2023;54.144
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504017 Alcalá de Henares sección 04017;Renta neta media por hogar;2023;47.843
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504018 Alcalá de Henares sección 04018;Renta neta media por hogar;2023;45.956
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504019 Alcalá de Henares sección 04019;Renta neta media por hogar;2023;71.893
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504020 Alcalá de Henares sección 04020;Renta neta media por hogar;2023;46.666
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504021 Alcalá de Henares sección 04021;Renta neta media por hogar;2023;56.068
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;;Renta neta media por hogar;2023;41.180
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505001 Alcalá de Henares sección 05001;Renta neta media por hogar;2023;32.492
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505002 Alcalá de Henares sección 05002;Renta neta media por hogar;2023;38.369
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505003 Alcalá de Henares sección 05003;Renta neta media por hogar;2023;32.825
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505004 Alcalá de Henares sección 05004;Renta neta media por hogar;2023;31.970
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505005 Alcalá de Henares sección 05005;Renta neta media por hogar;2023;34.930
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505006 Alcalá de Henares sección 05006;Renta neta media por hogar;2023;44.812
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505007 Alcalá de Henares sección 05007;Renta neta media por hogar;2023;44.535
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505008 Alcalá de Henares sección 05008;Renta neta media por hogar;2023;41.766
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505009 Alcalá de Henares sección 05009;Renta neta media por hogar;2023;29.510
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505010 Alcalá de Henares sección 05010;Renta neta media por hogar;2023;31.713
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505011 Alcalá de Henares sección 05011;Renta neta media por hogar;2023;34.818
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505012 Alcalá de Henares sección 05012;Renta neta media por hogar;2023;29.863
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505013 Alcalá de Henares sección 05013;Renta neta media por hogar;2023;78.490
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505014 Alcalá de Henares sección 05014;Renta neta media por hogar;2023;39.689
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505015 Alcalá de Henares sección 05015;Renta neta media por hogar;2023;55.317
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505016 Alcalá de Henares sección 05016;Renta neta media por hogar;2023;66.545
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505017 Alcalá de Henares sección 05017;Renta neta media por hogar;2023;30.478
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505018 Alcalá de Henares sección 05018;Renta neta media por hogar;2023;40.144
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505019 Alcalá de Henares sección 05019;Renta neta media por hogar;2023;""
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505020 Alcalá de Henares sección 05020;Renta neta media por hogar;2023;32.393
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505021 Alcalá de Henares sección 05021;Renta neta media por hogar;2023;36.599
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505022 Alcalá de Henares sección 05022;Renta neta media por hogar;2023;55.776
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505023 Alcalá de Henares sección 05023;Renta neta media por hogar;2023;35.335
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505024 Alcalá de Henares sección 05024;Renta neta media por hogar;2023;31.276
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505025 Alcalá de Henares sección 05025;Renta neta media por hogar;2023;35.320
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505026 Alcalá de Henares sección 05026;Renta neta media por hogar;2023;32.736
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505027 Alcalá de Henares sección 05027;Renta neta media por hogar;2023;30.647
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505028 Alcalá de Henares sección 05028;Renta neta media por hogar;2023;44.914
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505029 Alcalá de Henares sección 05029;Renta neta media por hogar;2023;46.604
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505030 Alcalá de Henares sección 05030;Renta neta media por hogar;2023;48.052
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505031 Alcalá de Henares sección 05031;Renta neta media por hogar;2023;74.247
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505032 Alcalá de Henares sección 05032;Renta neta media por hogar;2023;72.912
28006 Alcobendas;;;Renta neta media por hogar;2023;65.139
28006 Alcobendas;2800601 Alcobendas distrito 01;;Renta neta media por hogar;2023;65.139
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601001 Alcobendas sección 01001;Renta neta media por hogar;2023;37.308
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601002 Alcobendas sección 01002;Renta neta media por hogar;2023;38.091
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601003 Alcobendas sección 01003;Renta neta media por hogar;2023;33.629
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601004 Alcobendas sección 01004;Renta neta media por hogar;2023;37.135
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601005 Alcobendas sección 01005;Renta neta media por hogar;2023;37.580
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601006 Alcobendas sección 01006;Renta neta media por hogar;2023;33.274
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601007 Alcobendas sección 01007;Renta neta media por hogar;2023;37.322
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601008 Alcobendas sección 01008;Renta neta media por hogar;2023;36.194
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601009 Alcobendas sección 01009;Renta neta media por hogar;2023;33.784
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601011 Alcobendas sección 01011;Renta neta media por hogar;2023;32.844
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601012 Alcobendas sección 01012;Renta neta media por hogar;2023;33.021
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601013 Alcobendas sección 01013;Renta neta media por hogar;2023;35.372
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601014 Alcobendas sección 01014;Renta neta media por hogar;2023;34.603
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601015 Alcobendas sección 01015;Renta neta media por hogar;2023;38.468
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601016 Alcobendas sección 01016;Renta neta media por hogar;2023;36.618
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601017 Alcobendas sección 01017;Renta neta media por hogar;2023;31.224
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601018 Alcobendas sección 01018;Renta neta media por hogar;2023;32.832
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601019 Alcobendas sección 01019;Renta neta media por hogar;2023;34.128
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601020 Alcobendas sección 01020;Renta neta media por hogar;2023;""
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601021 Alcobendas sección 01021;Renta neta media por hogar;2023;37.915
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601022 Alcobendas sección 01022;Renta neta media por hogar;2023;36.288
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601023 Alcobendas sección 01023;Renta neta media por hogar;2023;43.032
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601024 Alcobendas sección 01024;Renta neta media por hogar;2023;39.554
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601025 Alcobendas sección 01025;Renta neta media por hogar;2023;39.824
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601026 Alcobendas sección 01026;Renta neta media por hogar;2023;46.776
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601027 Alcobendas sección 01027;Renta neta media por hogar;2023;40.507
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601028 Alcobendas sección 01028;Renta neta media por hogar;2023;42.850
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601029 Alcobendas sección 01029;Renta neta media por hogar;2023;38.342
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601030 Alcobendas sección 01030;Renta neta media por hogar;2023;56.929
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601031 Alcobendas sección 01031;Renta neta media por hogar;2023;48.867
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601032 Alcobendas sección 01032;Renta neta media por hogar;2023;42.441
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601033 Alcobendas sección 01033;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601034 Alcobendas sección 01034;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601035 Alcobendas sección 01035;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601036 Alcobendas sección 01036;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601037 Alcobendas sección 01037;Renta neta media por hogar;2023;69.706
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601038 Alcobendas sección 01038;Renta neta media por hogar;2023;49.205
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601039 Alcobendas sección 01039;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601040 Alcobendas sección 01040;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601041 Alcobendas sección 01041;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601042 Alcobendas sección 01042;Renta neta media por hogar;2023;38.145
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601043 Alcobendas sección 01043;Renta neta media por hogar;2023;32.280
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601044 Alcobendas sección 01044;Renta neta media por hogar;2023;60.523
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601045 Alcobendas sección 01045;Renta neta media por hogar;2023;48.663
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601046 Alcobendas sección 01046;Renta neta media por hogar;2023;47.798
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601047 Alcobendas sección 01047;Renta neta media por hogar;2023;63.461
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601048 Alcobendas sección 01048;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601049 Alcobendas sección 01049;Renta neta media por hogar;2023;54.474
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601050 Alcobendas sección 01050;Renta neta media por hogar;2023;86.893
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601051 Alcobendas sección 01051;Renta neta media por hogar;2023;68.818
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601052 Alcobendas sección 01052;Renta neta media por hogar;2023;87.670
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601053 Alcobendas sección 01053;Renta neta media por hogar;2023;85.119
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601054 Alcobendas sección 01054;Renta neta media por hogar;2023;44.818
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601055 Alcobendas sección 01055;Renta neta media por hogar;2023;57.117
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601056 Alcobendas sección 01056;Renta neta media por hogar;2023;45.511
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601057 Alcobendas sección 01057;Renta neta media por hogar;2023;67.611
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601058 Alcobendas sección 01058;Renta neta media por hogar;2023;45.123
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601059 Alcobendas sección 01059;Renta neta media por hogar;2023;104.774
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601060 Alcobendas sección 01060;Renta neta media por hogar;2023;59.938
