Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28132 San Martín de la Vega;2813201 San Martín de la Vega distrito 01;2813201008 San Martín de la Vega sección 01008;Renta neta media por hogar;2023;35.477
28133 San Martín de Valdeiglesias;;;Renta neta media por hogar;2023;34.141
28133 San Martín de Valdeiglesias;2813301 San Martín de Valdeiglesias distrito 01;;Renta neta media por hogar;2023;34.141
28133 San Martín de Valdeiglesias;2813301 San Martín de Valdeiglesias distrito 01;2813301001 San Martín de Valdeiglesias sección 01001;Renta neta media por hogar;2023;36.996
28133 San Martín de Valdeiglesias;2813301 San Martín de Valdeiglesias distrito 01;2813301002 San Martín de Valdeiglesias sección 01002;Renta neta media por hogar;2023;37.244
28133 San Martín de Valdeiglesias;2813301 San Martín de Valdeiglesias distrito 01;2813301003 San Martín de Valdeiglesias sección 01003;Renta neta media por hogar;2023;28.300
28133 San Martín de Valdeiglesias;2813301 San Martín de Valdeiglesias distrito 01;2813301004 San Martín de Valdeiglesias sección 01004;Renta neta media por hogar;2023;35.289
28134 San Sebastián de los Reyes;;;Renta neta media por hogar;2023;52.413
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;;Renta neta media por hogar;2023;52.413
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401001 San Sebastián de los Reyes sección 01001;Renta neta media por hogar;2023;32.755
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401002 San Sebastián de los Reyes sección 01002;Renta neta media por hogar;2023;32.406
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401003 San Sebastián de los Reyes sección 01003;Renta neta media por hogar;2023;32.109
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401004 San Sebastián de los Reyes sección 01004;Renta neta media por hogar;2023;36.157
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401005 San Sebastián de los Reyes sección 01005;Renta neta media por hogar;2023;36.570
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401006 San Sebastián de los Reyes sección 01006;Renta neta media por hogar;2023;36.851
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401007 San Sebastián de los Reyes sección 01007;Renta neta media por hogar;2023;36.230
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401008 San Sebastián de los Reyes sección 01008;Renta neta media por hogar;2023;41.202
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401009 San Sebastián de los Reyes sección 01009;Renta neta media por hogar;2023;34.167
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401010 San Sebastián de los Reyes sección 01010;Renta neta media por hogar;2023;34.162
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401011 San Sebastián de los Reyes sección 01011;Renta neta media por hogar;2023;34.873
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401012 San Sebastián de los Reyes sección 01012;Renta neta media por hogar;2023;37.968
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401014 San Sebastián de los Reyes sección 01014;Renta neta media por hogar;2023;34.065
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401015 San Sebastián de los Reyes sección 01015;Renta neta media por hogar;2023;33.264
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401017 San Sebastián de los Reyes sección 01017;Renta neta media por hogar;2023;33.704
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401018 San Sebastián de los Reyes sección 01018;Renta neta media por hogar;2023;39.671
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401019 San Sebastián de los Reyes sección 01019;Renta neta media por hogar;2023;37.851
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401020 San Sebastián de los Reyes sección 01020;Renta neta media por hogar;2023;32.128
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401021 San Sebastián de los Reyes sección 01021;Renta neta media por hogar;2023;34.849
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401022 San Sebastián de los Reyes sección 01022;Renta neta media por hogar;2023;32.544
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401023 San Sebastián de los Reyes sección 01023;Renta neta media por hogar;2023;""
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401024 San Sebastián de los Reyes sección 01024;Renta neta media por hogar;2023;32.517
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401025 San Sebastián de los Reyes sección 01025;Renta neta media por hogar;2023;37.703
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401026 San Sebastián de los Reyes sección 01026;Renta neta media por hogar;2023;39.863
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401027 San Sebastián de los Reyes sección 01027;Renta neta media por hogar;2023;42.306
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401028 San Sebastián de los Reyes sección 01028;Renta neta media por hogar;2023;35.662
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401029 San Sebastián de los Reyes sección 01029;Renta neta media por hogar;2023;41.188
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401030 San Sebastián de los Reyes sección 01030;Renta neta media por hogar;2023;60.688
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401031 San Sebastián de los Reyes sección 01031;Renta neta media por hogar;2023;53.179
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401032 San Sebastián de los Reyes sección 01032;Renta neta media por hogar;2023;104.774
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401033 San Sebastián de los Reyes sección 01033;Renta neta media por hogar;2023;104.774
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401034 San Sebastián de los Reyes sección 01034;Renta neta media por hogar;2023;52.774
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401035 San Sebastián de los Reyes sección 01035;Renta neta media por hogar;2023;58.592
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401036 San Sebastián de los Reyes sección 01036;Renta neta media por hogar;2023;48.494
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401037 San Sebastián de los Reyes sección 01037;Renta neta media por hogar;2023;66.403
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401038 San Sebastián de los Reyes sección 01038;Renta neta media por hogar;2023;58.240
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401039 San Sebastián de los Reyes sección 01039;Renta neta media por hogar;2023;53.713
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401040 San Sebastián de los Reyes sección 01040;Renta neta media por hogar;2023;57.771
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401041 San Sebastián de los Reyes sección 01041;Renta neta media por hogar;2023;56.302
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401042 San Sebastián de los Reyes sección 01042;Renta neta media por hogar;2023;41.788
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401043 San Sebastián de los Reyes sección 01043;Renta neta media por hogar;2023;97.012
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401044 San Sebastián de los Reyes sección 01044;Renta neta media por hogar;2023;51.946
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401045 San Sebastián de los Reyes sección 01045;Renta neta media por hogar;2023;58.268
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401046 San Sebastián de los Reyes sección 01046;Renta neta media por hogar;2023;57.625
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401047 San Sebastián de los Reyes sección 01047;Renta neta media por hogar;2023;54.786
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401048 San Sebastián de los Reyes sección 01048;Renta neta media por hogar;2023;56.692
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401049 San Sebastián de los Reyes sección 01049;Renta neta media por hogar;2023;48.791
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401050 San Sebastián de los Reyes sección 01050;Renta neta media por hogar;2023;60.411
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401051 San Sebastián de los Reyes sección 01051;Renta neta media por hogar;2023;61.996
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401052 San Sebastián de los Reyes sección 01052;Renta neta media por hogar;2023;59.115
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401053 San Sebastián de los Reyes sección 01053;Renta neta media por hogar;2023;52.750
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401054 San Sebastián de los Reyes sección 01054;Renta neta media por hogar;2023;59.688
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401055 San Sebastián de los Reyes sección 01055;Renta neta media por hogar;2023;40.413
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401056 San Sebastián de los Reyes sección 01056;Renta neta media por hogar;2023;78.209
28134 San Sebastián de los Reyes;2813401 San Sebastián de los Reyes distrito 01;2813401057 San Sebastián de los Reyes sección 01057;Renta neta media por hogar;2023;72.642
28135 Santa María de la Alameda;;;Renta neta media por hogar;2023;29.695
28135 Santa María de la Alameda;2813501 Santa María de la Alameda distrito 01;;Renta neta media por hogar;2023;29.695
28135 Santa María de la Alameda;2813501 Santa María de la Alameda distrito 01;2813501001 Santa María de la Alameda sección 01001;Renta neta media por hogar;2023;29.695
28136 Santorcaz;;;Renta neta media por hogar;2023;35.890
28136 Santorcaz;2813601 Santorcaz distrito 01;;Renta neta media por hogar;2023;35.890
28136 Santorcaz;2813601 Santorcaz distrito 01;2813601001 Santorcaz sección 01001;Renta neta media por hogar;2023;35.890
28137 Santos de la Humosa, Los;;;Renta neta media por hogar;2023;39.530
28137 Santos de la Humosa, Los;2813701 Santos de la Humosa, Los distrito 01;;Renta neta media por hogar;2023;39.530
28137 Santos de la Humosa, Los;2813701 Santos de la Humosa, Los distrito 01;2813701001 Santos de la Humosa, Los sección 01001;Renta neta media por hogar;2023;39.530
28138 Serna del Monte, La;;;Renta neta media por hogar;2023;30.605
28138 Serna del Monte, La;2813801 Serna del Monte, La distrito 01;;Renta neta media por hogar;2023;30.605
28138 Serna del Monte, La;2813801 Serna del Monte, La distrito 01;2813801001 Serna del Monte, La sección 01001;Renta neta media por hogar;2023;30.605
28140 Serranillos del Valle;;;Renta neta media por hogar;2023;48.628
28140 Serranillos del Valle;2814001 Serranillos del Valle distrito 01;;Renta neta media por hogar;2023;48.628
28140 Serranillos del Valle;2814001 Serranillos del Valle distrito 01;2814001001 Serranillos del Valle sección 01001;Renta neta media por hogar;2023;45.292
28140 Serranillos del Valle;2814001 Serranillos del Valle distrito 01;2814001002 Serranillos del Valle sección 01002;Renta neta media por hogar;2023;53.469
28140 Serranillos del Valle;2814001 Serranillos del Valle distrito 01;2814001003 Serranillos del Valle sección 01003;Renta neta media por hogar;2023;48.085
28141 Sevilla la Nueva;;;Renta neta media por hogar;2023;45.411
28141 Sevilla la Nueva;2814101 Sevilla la Nueva distrito 01;;Renta neta media por hogar;2023;45.411
28141 Sevilla la Nueva;2814101 Sevilla la Nueva distrito 01;2814101001 Sevilla la Nueva sección 01001;Renta neta media por hogar;2023;50.015
28141 Sevilla la Nueva;2814101 Sevilla la Nueva distrito 01;2814101002 Sevilla la Nueva sección 01002;Renta neta media por hogar;2023;41.625
28141 Sevilla la Nueva;2814101 Sevilla la Nueva distrito 01;2814101003 Sevilla la Nueva sección 01003;Renta neta media por hogar;2023;42.038
28141 Sevilla la Nueva;2814101 Sevilla la Nueva distrito 01;2814101004 Sevilla la Nueva sección 01004;Renta neta media por hogar;2023;53.288
28143 Somosierra;;;Renta neta media por hogar;2023;31.213
28143 Somosierra;2814301 Somosierra distrito 01;;Renta neta media por hogar;2023;31.213
28143 Somosierra;2814301 Somosierra distrito 01;2814301001 Somosierra sección 01001;Renta neta media por hogar;2023;31.213
28144 Soto del Real;;;Renta neta media por hogar;2023;55.841
28144 Soto del Real;2814401 Soto del Real distrito 01;;Renta neta media por hogar;2023;55.841
28144 Soto del Real;2814401 Soto del Real distrito 01;2814401001 Soto del Real sección 01001;Renta neta media por hogar;2023;45.643
28144 Soto del Real;2814401 Soto del Real distrito 01;2814401002 Soto del Real sección 01002;Renta neta media por hogar;2023;60.202
28144 Soto del Real;2814401 Soto del Real distrito 01;2814401003 Soto del Real sección 01003;Renta neta media por hogar;2023;61.150
28144 Soto del Real;2814401 Soto del Real distrito 01;2814401004 Soto del Real sección 01004;Renta neta media por hogar;2023;59.363
28145 Talamanca de Jarama;;;Renta neta media por hogar;2023;39.581
28145 Talamanca de Jarama;2814501 Talamanca de Jarama distrito 01;;Renta neta media por hogar;2023;39.581
28145 Talamanca de Jarama;2814501 Talamanca de Jarama distrito 01;2814501001 Talamanca de Jarama sección 01001;Renta neta media por hogar;2023;44.819
28145 Talamanca de Jarama;2814501 Talamanca de Jarama distrito 01;2814501002 Talamanca de Jarama sección 01002;Renta neta media por hogar;2023;35.535
28146 Tielmes;;;Renta neta media por hogar;2023;32.256
28146 Tielmes;2814601 Tielmes distrito 01;;Renta neta media por hogar;2023;32.256
28146 Tielmes;2814601 Tielmes distrito 01;2814601001 Tielmes sección 01001;Renta neta media por hogar;2023;32.256
28147 Titulcia;;;Renta neta media por hogar;2023;35.992
28147 Titulcia;2814701 Titulcia distrito 01;;Renta neta media por hogar;2023;35.992
28147 Titulcia;2814701 Titulcia distrito 01;2814701001 Titulcia sección 01001;Renta neta media por hogar;2023;35.992
28148 Torrejón de Ardoz;;;Renta neta media por hogar;2023;41.459
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;;Renta neta media por hogar;2023;40.926
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801001 Torrejón de Ardoz sección 01001;Renta neta media por hogar;2023;33.034
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801002 Torrejón de Ardoz sección 01002;Renta neta media por hogar;2023;40.112
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801003 Torrejón de Ardoz sección 01003;Renta neta media por hogar;2023;34.329
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801004 Torrejón de Ardoz sección 01004;Renta neta media por hogar;2023;38.547
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801005 Torrejón de Ardoz sección 01005;Renta neta media por hogar;2023;31.973
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801006 Torrejón de Ardoz sección 01006;Renta neta media por hogar;2023;33.620
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801007 Torrejón de Ardoz sección 01007;Renta neta media por hogar;2023;37.392
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801008 Torrejón de Ardoz sección 01008;Renta neta media por hogar;2023;31.743
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801009 Torrejón de Ardoz sección 01009;Renta neta media por hogar;2023;32.809
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801010 Torrejón de Ardoz sección 01010;Renta neta media por hogar;2023;41.563
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801011 Torrejón de Ardoz sección 01011;Renta neta media por hogar;2023;43.380
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801012 Torrejón de Ardoz sección 01012;Renta neta media por hogar;2023;44.617
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801013 Torrejón de Ardoz sección 01013;Renta neta media por hogar;2023;36.963
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801014 Torrejón de Ardoz sección 01014;Renta neta media por hogar;2023;39.643
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801015 Torrejón de Ardoz sección 01015;Renta neta media por hogar;2023;38.702
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801016 Torrejón de Ardoz sección 01016;Renta neta media por hogar;2023;38.838
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801017 Torrejón de Ardoz sección 01017;Renta neta media por hogar;2023;41.055
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801018 Torrejón de Ardoz sección 01018;Renta neta media por hogar;2023;47.573
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801019 Torrejón de Ardoz sección 01019;Renta neta media por hogar;2023;45.842
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801020 Torrejón de Ardoz sección 01020;Renta neta media por hogar;2023;48.004
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801021 Torrejón de Ardoz sección 01021;Renta neta media por hogar;2023;41.277
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801022 Torrejón de Ardoz sección 01022;Renta neta media por hogar;2023;45.317
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801023 Torrejón de Ardoz sección 01023;Renta neta media por hogar;2023;41.130
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801024 Torrejón de Ardoz sección 01024;Renta neta media por hogar;2023;46.524
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801025 Torrejón de Ardoz sección 01025;Renta neta media por hogar;2023;41.860
28148 Torrejón de Ardoz;2814801 Torrejón de Ardoz distrito 01;2814801026 Torrejón de Ardoz sección 01026;Renta neta media por hogar;2023;54.487
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;;Renta neta media por hogar;2023;44.399
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802001 Torrejón de Ardoz sección 02001;Renta neta media por hogar;2023;42.603
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802002 Torrejón de Ardoz sección 02002;Renta neta media por hogar;2023;40.430
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802003 Torrejón de Ardoz sección 02003;Renta neta media por hogar;2023;32.220
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802004 Torrejón de Ardoz sección 02004;Renta neta media por hogar;2023;35.150
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802005 Torrejón de Ardoz sección 02005;Renta neta media por hogar;2023;36.087
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802006 Torrejón de Ardoz sección 02006;Renta neta media por hogar;2023;33.266
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802007 Torrejón de Ardoz sección 02007;Renta neta media por hogar;2023;31.253
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802008 Torrejón de Ardoz sección 02008;Renta neta media por hogar;2023;30.682
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802009 Torrejón de Ardoz sección 02009;Renta neta media por hogar;2023;44.520
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802010 Torrejón de Ardoz sección 02010;Renta neta media por hogar;2023;42.766
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802011 Torrejón de Ardoz sección 02011;Renta neta media por hogar;2023;47.382
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802012 Torrejón de Ardoz sección 02012;Renta neta media por hogar;2023;42.624
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802013 Torrejón de Ardoz sección 02013;Renta neta media por hogar;2023;40.067
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802014 Torrejón de Ardoz sección 02014;Renta neta media por hogar;2023;43.073
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802015 Torrejón de Ardoz sección 02015;Renta neta media por hogar;2023;54.869
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802016 Torrejón de Ardoz sección 02016;Renta neta media por hogar;2023;44.413
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802017 Torrejón de Ardoz sección 02017;Renta neta media por hogar;2023;36.263
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802018 Torrejón de Ardoz sección 02018;Renta neta media por hogar;2023;57.294
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802019 Torrejón de Ardoz sección 02019;Renta neta media por hogar;2023;39.557
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802020 Torrejón de Ardoz sección 02020;Renta neta media por hogar;2023;48.584
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802021 Torrejón de Ardoz sección 02021;Renta neta media por hogar;2023;44.356
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802022 Torrejón de Ardoz sección 02022;Renta neta media por hogar;2023;37.584
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802023 Torrejón de Ardoz sección 02023;Renta neta media por hogar;2023;51.661
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802024 Torrejón de Ardoz sección 02024;Renta neta media por hogar;2023;46.720
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802025 Torrejón de Ardoz sección 02025;Renta neta media por hogar;2023;49.067
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802026 Torrejón de Ardoz sección 02026;Renta neta media por hogar;2023;58.493
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802027 Torrejón de Ardoz sección 02027;Renta neta media por hogar;2023;53.127
28148 Torrejón de Ardoz;2814802 Torrejón de Ardoz distrito 02;2814802028 Torrejón de Ardoz sección 02028;Renta neta media por hogar;2023;54.148
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;;Renta neta media por hogar;2023;42.054
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;2814803001 Torrejón de Ardoz sección 03001;Renta neta media por hogar;2023;30.832
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;2814803002 Torrejón de Ardoz sección 03002;Renta neta media por hogar;2023;30.777
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;2814803003 Torrejón de Ardoz sección 03003;Renta neta media por hogar;2023;33.431
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;2814803005 Torrejón de Ardoz sección 03005;Renta neta media por hogar;2023;40.037
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;2814803006 Torrejón de Ardoz sección 03006;Renta neta media por hogar;2023;65.194
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;2814803007 Torrejón de Ardoz sección 03007;Renta neta media por hogar;2023;42.450
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;2814803008 Torrejón de Ardoz sección 03008;Renta neta media por hogar;2023;43.911
28148 Torrejón de Ardoz;2814803 Torrejón de Ardoz distrito 03;2814803009 Torrejón de Ardoz sección 03009;Renta neta media por hogar;2023;41.191
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;;Renta neta media por hogar;2023;36.535
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804001 Torrejón de Ardoz sección 04001;Renta neta media por hogar;2023;35.445
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804002 Torrejón de Ardoz sección 04002;Renta neta media por hogar;2023;34.991
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804003 Torrejón de Ardoz sección 04003;Renta neta media por hogar;2023;42.556
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804004 Torrejón de Ardoz sección 04004;Renta neta media por hogar;2023;38.670
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804005 Torrejón de Ardoz sección 04005;Renta neta media por hogar;2023;32.380
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804006 Torrejón de Ardoz sección 04006;Renta neta media por hogar;2023;39.055
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804007 Torrejón de Ardoz sección 04007;Renta neta media por hogar;2023;30.972
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804008 Torrejón de Ardoz sección 04008;Renta neta media por hogar;2023;38.795
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804009 Torrejón de Ardoz sección 04009;Renta neta media por hogar;2023;29.844
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804010 Torrejón de Ardoz sección 04010;Renta neta media por hogar;2023;38.893
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804011 Torrejón de Ardoz sección 04011;Renta neta media por hogar;2023;38.797
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804012 Torrejón de Ardoz sección 04012;Renta neta media por hogar;2023;33.708
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804013 Torrejón de Ardoz sección 04013;Renta neta media por hogar;2023;38.161
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804014 Torrejón de Ardoz sección 04014;Renta neta media por hogar;2023;30.651
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804015 Torrejón de Ardoz sección 04015;Renta neta media por hogar;2023;31.530
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804016 Torrejón de Ardoz sección 04016;Renta neta media por hogar;2023;31.481
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804017 Torrejón de Ardoz sección 04017;Renta neta media por hogar;2023;31.777
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804018 Torrejón de Ardoz sección 04018;Renta neta media por hogar;2023;40.456
28148 Torrejón de Ardoz;2814804 Torrejón de Ardoz distrito 04;2814804019 Torrejón de Ardoz sección 04019;Renta neta media por hogar;2023;43.806
28149 Torrejón de la Calzada;;;Renta neta media por hogar;2023;47.016
28149 Torrejón de la Calzada;2814901 Torrejón de la Calzada distrito 01;;Renta neta media por hogar;2023;47.016
28149 Torrejón de la Calzada;2814901 Torrejón de la Calzada distrito 01;2814901001 Torrejón de la Calzada sección 01001;Renta neta media por hogar;2023;45.710
28149 Torrejón de la Calzada;2814901 Torrejón de la Calzada distrito 01;2814901002 Torrejón de la Calzada sección 01002;Renta neta media por hogar;2023;50.100
28149 Torrejón de la Calzada;2814901 Torrejón de la Calzada distrito 01;2814901003 Torrejón de la Calzada sección 01003;Renta neta media por hogar;2023;48.341
